paper_id,title,year,doi,provider,provider_id,source_rank,source_query,source_query_reason,screening_decision,screening_confidence,screening_reason,title_anchor_present,title_relevance_tier,title_matched_main_topics,title_matched_secondary_topics,title_missing_main_topics
10_1038_s41370_024_00709_3,Plastic induced urinary tract disease and dysfunction: a scoping review,2024,10.1038/s41370-024-00709-3,openalex,https://openalex.org/W4402089803,199,public health implications of microplastics in water,Alternate planned search string.,exclude,low,Anchor topic 'microplastics_health_risks' is not present in the title.,no,999,,,microplastics_health_risks; drinking_water_sources
10_1016_j_jhazmat_2022_130313,Transformation of microplastics by oxidative water and wastewater treatment processes: A critical review,2022,10.1016/j.jhazmat.2022.130313,openalex,https://openalex.org/W4308151970,200,public health implications of microplastics in water,Alternate planned search string.,exclude,high,Anchor topic 'microplastics_health_risks' is not present in the title.,no,999,,,microplastics_health_risks; drinking_water_sources
10_1016_j_chemosphere_2020_126612,Removal of microplastics via drinking water treatment: Current knowledge and future directions,2020,10.1016/j.chemosphere.2020.126612,openalex,https://openalex.org/W3015001951,3,microplastics in drinking water,Direct examination of microplastics in drinking water.,include,high,The title contains the anchor topic and has a secondary term that replaces the missing non-anchor main topic.,yes,1,microplastics_health_risks,drinking_water_sources:removal techniques for microplastics,drinking_water_sources
10_1016_j_scitotenv_2019_02_431,Microplastics in drinking water treatment – Current knowledge and research needs,2019,10.1016/j.scitotenv.2019.02.431,openalex,https://openalex.org/W2920513970,4,microplastics in drinking water,Direct examination of microplastics in drinking water.,exclude,high,Missing main topic(s) without secondary replacement: drinking_water_sources.,yes,999,microplastics_health_risks,,drinking_water_sources
10_1016_j_coesh_2018_12_001,Microplastics in drinking water: A review and assessment,2018,10.1016/j.coesh.2018.12.001,openalex,https://openalex.org/W2904867265,5,microplastics in drinking water,Direct examination of microplastics in drinking water.,include,high,The title contains the anchor topic and both main topics.,yes,0,microplastics_health_risks; drinking_water_sources,,
10_1007_s11356_021_13769_x,"Presence of microplastics in drinking water from freshwater sources: the investigation in Changsha, China",2021,10.1007/s11356-021-13769-x,openalex,https://openalex.org/W3146684680,7,microplastics in drinking water,Direct examination of microplastics in drinking water.,include,high,The candidate title includes the anchor topic and both main topics.,yes,0,microplastics_health_risks; drinking_water_sources,,
10_1016_j_scitotenv_2018_08_102,Occurrence of microplastics in raw and treated drinking water,2018,10.1016/j.scitotenv.2018.08.102,openalex,https://openalex.org/W2887749988,8,microplastics in drinking water,Direct examination of microplastics in drinking water.,exclude,high,Missing main topic(s) without secondary replacement: drinking_water_sources.,yes,999,microplastics_health_risks,,drinking_water_sources
10_1007_s10661_021_09132_9,The occurrence and dietary intake related to the presence of microplastics in drinking water in Saudi Arabia,2021,10.1007/s10661-021-09132-9,openalex,https://openalex.org/W3167978712,9,microplastics in drinking water,Direct examination of microplastics in drinking water.,include,high,The title includes the anchor topic and all main topics.,yes,0,microplastics_health_risks; drinking_water_sources,,
10_1016_j_scitotenv_2018_08_178,Low numbers of microplastics detected in drinking water from ground water sources,2018,10.1016/j.scitotenv.2018.08.178,openalex,https://openalex.org/W2885232761,10,microplastics in drinking water,Direct examination of microplastics in drinking water.,include,high,The title contains the anchor topic and both main topics.,yes,0,microplastics_health_risks; drinking_water_sources,,
10_1016_j_cofs_2021_02_011,Microplastics in drinking water? Present state of knowledge and open questions,2021,10.1016/j.cofs.2021.02.011,openalex,https://openalex.org/W3131229974,13,microplastics in drinking water,Direct examination of microplastics in drinking water.,include,high,The title includes the anchor topic and all main topics.,yes,0,microplastics_health_risks; drinking_water_sources,,
10_1016_j_chemosphere_2022_134282,Monitoring microplastics in drinking water: An interlaboratory study to inform effective methods for quantifying and characterizing microplastics,2022,10.1016/j.chemosphere.2022.134282,openalex,https://openalex.org/W4220883008,15,microplastics in drinking water,Direct examination of microplastics in drinking water.,include,high,The title contains the anchor topic and all main topics.,yes,0,microplastics_health_risks; drinking_water_sources,,
10_1016_j_chemosphere_2021_132587,Conventional and biological treatment for the removal of microplastics from drinking water,2021,10.1016/j.chemosphere.2021.132587,openalex,https://openalex.org/W3207306026,16,microplastics in drinking water,Direct examination of microplastics in drinking water.,include,high,The title contains the anchor topic and both main topics.,yes,0,microplastics_health_risks; drinking_water_sources,,
10_1016_j_scitotenv_2022_156749,Microplastics contamination in bivalves from the Daya Bay: Species variability and spatio-temporal distribution and human health risks,2022,10.1016/j.scitotenv.2022.156749,openalex,https://openalex.org/W4282962101,21,health risks from microplastics,Exploring the health implications of microplastics.,include,medium,"The title includes the anchor topic but lacks a direct mention of the drinking water sources main topic, and there is no secondary replacement provided for it.",yes,1,microplastics_health_risks,drinking_water_sources:microplastics source tracing,drinking_water_sources
10_1016_j_envpol_2014_06_010,Microplastics in bivalves cultured for human consumption,2014,10.1016/j.envpol.2014.06.010,openalex,https://openalex.org/W1973754912,22,health risks from microplastics,Exploring the health implications of microplastics.,exclude,low,Anchor topic 'microplastics_health_risks' is not present in the title.,no,999,,,microplastics_health_risks; drinking_water_sources
10_1016_j_watres_2017_12_056,"Microplastics in freshwater systems: A review on occurrence, environmental effects, and methods for microplastics detection",2017,10.1016/j.watres.2017.12.056,openalex,https://openalex.org/W2779212101,23,health risks from microplastics,Exploring the health implications of microplastics.,exclude,low,Anchor topic 'microplastics_health_risks' is not present in the title.,no,999,,,microplastics_health_risks; drinking_water_sources
10_1016_j_envpol_2022_119163,Microplastic contamination in seafood from Dongshan Bay in southeastern China and its health risk implication for human consumption,2022,10.1016/j.envpol.2022.119163,openalex,https://openalex.org/W4220811615,24,health risks from microplastics,Exploring the health implications of microplastics.,exclude,high,Missing main topic(s) without secondary replacement: drinking_water_sources.,yes,999,microplastics_health_risks,,drinking_water_sources
10_1016_j_jhazmat_2020_124004,Estimation of the mass of microplastics ingested – A pivotal first step towards human health risk assessment,2020,10.1016/j.jhazmat.2020.124004,openalex,https://openalex.org/W3091811008,25,health risks from microplastics,Exploring the health implications of microplastics.,include,high,The title includes the anchor topic and matches a secondary term for the missing non-anchor main topic.,yes,1,microplastics_health_risks,drinking_water_sources:microplastics source tracing,drinking_water_sources
10_1007_s11356_023_29726_9,"Microplastics and phthalate esters release from teabags into tea drink: occurrence, human exposure, and health risks",2023,10.1007/s11356-023-29726-9,openalex,https://openalex.org/W4386623755,26,health risks from microplastics,Exploring the health implications of microplastics.,exclude,medium,Missing main topic(s) without secondary replacement: drinking_water_sources.,yes,999,microplastics_health_risks,,drinking_water_sources
10_1016_j_envint_2018_03_007,Trophic transfer of microplastics and mixed contaminants in the marine food web and implications for human health,2018,10.1016/j.envint.2018.03.007,openalex,https://openalex.org/W2797793834,28,health risks from microplastics,Exploring the health implications of microplastics.,include,high,"The title includes the anchor topic and corresponds to the health risks of microplastics, with a secondary topic on drinking water sources.",yes,1,microplastics_health_risks,drinking_water_sources:environmental pollution drinking water|microplastics source tracing,drinking_water_sources
10_1038_s41578_021_00411_y,Risk assessment of microplastic particles,2022,10.1038/s41578-021-00411-y,openalex,https://openalex.org/W4205750562,31,health risks from microplastics,Exploring the health implications of microplastics.,exclude,low,Anchor topic 'microplastics_health_risks' is not present in the title.,no,999,,,microplastics_health_risks; drinking_water_sources
10_1016_j_chemosphere_2020_126493,Occurrence and identification of microplastics in tap water from China,2020,10.1016/j.chemosphere.2020.126493,openalex,https://openalex.org/W3011806041,33,tap water microplastics,Focusing on microplastics present specifically in tap water.,include,high,The candidate title contains the anchor topic and both main topics.,yes,0,microplastics_health_risks; drinking_water_sources,,
10_1016_j_scitotenv_2022_161274,"Occurrence of microplastics in tap and bottled water, and food packaging: A narrative review on current knowledge",2022,10.1016/j.scitotenv.2022.161274,openalex,https://openalex.org/W4313423850,36,tap water microplastics,Focusing on microplastics present specifically in tap water.,include,high,The title contains the anchor topic and all main topics related to microplastics and drinking water.,yes,0,microplastics_health_risks; drinking_water_sources,,
10_1007_s10661_021_09012_2,"Abundance and characteristics of microplastics in freshwater and treated tap water in Bangkok, Thailand",2021,10.1007/s10661-021-09012-2,openalex,https://openalex.org/W3142860767,42,tap water microplastics,Focusing on microplastics present specifically in tap water.,include,high,The title includes the anchor topic and both main topics are covered.,yes,0,microplastics_health_risks; drinking_water_sources,,
10_1007_s11356_021_13220_1,"Microplastics from headwaters to tap water: occurrence and removal in a drinking water treatment plant in Barcelona Metropolitan area (Catalonia, NE Spain)",2021,10.1007/s11356-021-13220-1,openalex,https://openalex.org/W3134147141,44,tap water microplastics,Focusing on microplastics present specifically in tap water.,include,high,The title contains the anchor topic and both main topics.,yes,0,microplastics_health_risks; drinking_water_sources,,
10_1016_j_scitotenv_2023_163866,"Abundance and characteristics of microplastics in drinking water treatment plants, distribution systems, water from refill kiosks, tap waters and bottled waters",2023,10.1016/j.scitotenv.2023.163866,openalex,https://openalex.org/W4367672770,45,tap water microplastics,Focusing on microplastics present specifically in tap water.,include,high,The title contains the anchor topic and both main topics regarding microplastics and drinking water.,yes,0,microplastics_health_risks; drinking_water_sources,,
10_1016_j_jhazmat_2023_132206,"Tracing microplastics in rural drinking water in Chongqing, China: Their presence and pathways from source to tap",2023,10.1016/j.jhazmat.2023.132206,openalex,https://openalex.org/W4385483473,46,tap water microplastics,Focusing on microplastics present specifically in tap water.,include,high,The title includes the anchor topic and a secondary replacement for the missing non-anchor main topic.,yes,1,microplastics_health_risks,drinking_water_sources:tap water contamination|microplastics in water supply,drinking_water_sources
10_1016_j_marpolbul_2009_04_025,Contributing to marine pollution by washing your face: Microplastics in facial cleansers,2009,10.1016/j.marpolbul.2009.04.025,openalex,https://openalex.org/W2122568885,52,public health microplastics,Investigating the public health dimensions of microplastics.,exclude,low,Anchor topic 'microplastics_health_risks' is not present in the title.,no,999,,,microplastics_health_risks; drinking_water_sources
10_21203_rs_3_rs_506361_v1,Public Health Knowledge and Perception of Microplastics Pollution: Lessons from the Lagos Lagoon,2021,10.21203/rs.3.rs-506361/v1,openalex,https://openalex.org/W3162317577,61,public health microplastics,Investigating the public health dimensions of microplastics.,exclude,low,Anchor topic 'microplastics_health_risks' is not present in the title.,no,999,,,microplastics_health_risks; drinking_water_sources
10_1016_j_chemosphere_2019_125492,Polyethylene microplastics affect the distribution of gut microbiota and inflammation development in mice,2019,10.1016/j.chemosphere.2019.125492,openalex,https://openalex.org/W2991229469,62,public health microplastics,Investigating the public health dimensions of microplastics.,exclude,low,Anchor topic 'microplastics_health_risks' is not present in the title.,no,999,,,microplastics_health_risks; drinking_water_sources
10_1016_j_envpol_2021_117064,Quantification and exposure assessment of microplastics in Australian indoor house dust,2021,10.1016/j.envpol.2021.117064,openalex,https://openalex.org/W3139968355,66,microplastics exposure assessment,Assessment of exposure levels to microplastics.,exclude,high,Anchor topic 'microplastics_health_risks' is not present in the title.,no,999,,,microplastics_health_risks; drinking_water_sources
10_1016_j_chemosphere_2019_04_153,Assessment the effect of exposure to microplastics in Nile Tilapia (Oreochromis niloticus) early juvenile: I. blood biomarkers,2019,10.1016/j.chemosphere.2019.04.153,openalex,https://openalex.org/W2941515856,69,microplastics exposure assessment,Assessment of exposure levels to microplastics.,exclude,low,Anchor topic 'microplastics_health_risks' is not present in the title.,no,999,,,microplastics_health_risks; drinking_water_sources
10_1016_j_envpol_2023_121153,Analysis of microplastics in various foods and assessment of aggregate human exposure via food consumption in korea,2023,10.1016/j.envpol.2023.121153,openalex,https://openalex.org/W4318022922,72,microplastics exposure assessment,Assessment of exposure levels to microplastics.,exclude,high,Anchor topic 'microplastics_health_risks' is not present in the title.,no,999,,,microplastics_health_risks; drinking_water_sources
10_1016_j_jwpe_2020_101708,Occurrence of microplastic particles in the most popular Iranian bottled mineral water brands and an assessment of human exposure,2020,10.1016/j.jwpe.2020.101708,openalex,https://openalex.org/W3091809414,73,microplastics exposure assessment,Assessment of exposure levels to microplastics.,include,high,The title includes the anchor topic and both main topics are addressed.,yes,0,microplastics_health_risks; drinking_water_sources,,
10_1016_j_jfca_2023_105611,Microplastics in branded milk: Dietary exposure and risk assessment,2023,10.1016/j.jfca.2023.105611,openalex,https://openalex.org/W4385755716,74,microplastics exposure assessment,Assessment of exposure levels to microplastics.,exclude,high,Anchor topic 'microplastics_health_risks' is not present in the title.,no,999,,,microplastics_health_risks; drinking_water_sources
10_1016_j_scitotenv_2022_154651,"Occurrence and exposure assessment of microplastics in indoor dusts of buildings with different applications in Bushehr and Shiraz cities, Iran",2022,10.1016/j.scitotenv.2022.154651,openalex,https://openalex.org/W4220783903,76,microplastics exposure assessment,Assessment of exposure levels to microplastics.,exclude,low,Anchor topic 'microplastics_health_risks' is not present in the title.,no,999,,,microplastics_health_risks; drinking_water_sources
10_1016_j_jfca_2024_106646,"Microplastics in honey from Türkiye: Occurrence, characteristic, human exposure, and risk assessment",2024,10.1016/j.jfca.2024.106646,openalex,https://openalex.org/W4401494356,80,microplastics exposure assessment,Assessment of exposure levels to microplastics.,exclude,low,Anchor topic 'microplastics_health_risks' is not present in the title.,no,999,,,microplastics_health_risks; drinking_water_sources
10_1016_j_watres_2018_05_027,Small-sized microplastics and pigmented particles in bottled mineral water,2018,10.1016/j.watres.2018.05.027,openalex,https://openalex.org/W2803337465,81,bottled water microplastics,Exploring microplastics in bottled water sources.,include,medium,The title does not mention any health risks related to microplastics.,yes,1,microplastics_health_risks,drinking_water_sources:bottled water microplastics,drinking_water_sources
10_1016_j_watres_2019_115082,Does mechanical stress cause microplastic release from plastic water bottles?,2019,10.1016/j.watres.2019.115082,openalex,https://openalex.org/W2973155464,82,bottled water microplastics,Exploring microplastics in bottled water sources.,include,high,The title includes the anchor topic and a relevant secondary topic that covers a main topic.,yes,1,microplastics_health_risks,drinking_water_sources:bottled water microplastics,drinking_water_sources
10_1016_j_watres_2019_03_091,Exposure to microplastics (&lt;10 μm) associated to plastic bottles mineral water consumption: The first quantitative study,2019,10.1016/j.watres.2019.03.091,openalex,https://openalex.org/W2928772646,83,bottled water microplastics,Exploring microplastics in bottled water sources.,include,high,The title contains the anchor topic and a secondary replacement for the missing non-anchor main topic.,yes,1,microplastics_health_risks,drinking_water_sources:bottled water microplastics,drinking_water_sources
10_1016_j_jwpe_2020_101884,Microplastic pollution of bottled water in China,2020,10.1016/j.jwpe.2020.101884,openalex,https://openalex.org/W3116892378,84,bottled water microplastics,Exploring microplastics in bottled water sources.,include,medium,"The title focuses on bottled water microplastics but does not address health risks, missing the anchor topic.",yes,1,microplastics_health_risks,drinking_water_sources:bottled water microplastics,drinking_water_sources
10_1016_j_scitotenv_2023_161553,Occurrence of microplastics in commercially sold bottled water,2023,10.1016/j.scitotenv.2023.161553,openalex,https://openalex.org/W4315629279,86,bottled water microplastics,Exploring microplastics in bottled water sources.,include,high,The title contains the anchor topic and a secondary replacement for the non-anchor main topic.,yes,1,microplastics_health_risks,drinking_water_sources:bottled water microplastics,drinking_water_sources
10_1016_j_envpol_2022_120494,Microplastics in Malaysian bottled water brands: Occurrence and potential human exposure,2022,10.1016/j.envpol.2022.120494,openalex,https://openalex.org/W4307050293,90,bottled water microplastics,Exploring microplastics in bottled water sources.,include,medium,The title contains the anchor topic and matches a secondary topic for the missing main topic.,yes,1,microplastics_health_risks,drinking_water_sources:bottled water microplastics,drinking_water_sources
10_1016_j_scitotenv_2022_155329,Assessing exposure of the Australian population to microplastics through bottled water consumption,2022,10.1016/j.scitotenv.2022.155329,openalex,https://openalex.org/W4225289841,93,bottled water microplastics,Exploring microplastics in bottled water sources.,include,high,The title includes the anchor topic and has a matched secondary replacement for the main topic.,yes,1,microplastics_health_risks,drinking_water_sources:bottled water microplastics,drinking_water_sources
10_1016_j_jhazmat_2020_124357,"Environmental source, fate, and toxicity of microplastics",2020,10.1016/j.jhazmat.2020.124357,openalex,https://openalex.org/W3093710724,97,toxicity of microplastics,Understanding the toxicological effects of microplastics on health.,exclude,low,Anchor topic 'microplastics_health_risks' is not present in the title.,no,999,,,microplastics_health_risks; drinking_water_sources
10_1016_j_ecoenv_2019_109913,Bioavailability and toxicity of microplastics to fish species: A review,2019,10.1016/j.ecoenv.2019.109913,openalex,https://openalex.org/W2985866087,99,toxicity of microplastics,Understanding the toxicological effects of microplastics on health.,exclude,high,Anchor topic 'microplastics_health_risks' is not present in the title.,no,999,,,microplastics_health_risks; drinking_water_sources
10_1016_j_scitotenv_2023_168946,The potential toxicity of microplastics on human health,2023,10.1016/j.scitotenv.2023.168946,openalex,https://openalex.org/W4389265926,100,toxicity of microplastics,Understanding the toxicological effects of microplastics on health.,include,medium,The title addresses health risks of microplastics and has a secondary replacement for the drinking water sources topic.,yes,1,microplastics_health_risks,drinking_water_sources:microplastics source tracing,drinking_water_sources
10_1016_j_envpol_2018_12_044,Joint toxicity of microplastics with triclosan to marine microalgae Skeletonema costatum,2018,10.1016/j.envpol.2018.12.044,openalex,https://openalex.org/W2904527136,101,toxicity of microplastics,Understanding the toxicological effects of microplastics on health.,exclude,low,Anchor topic 'microplastics_health_risks' is not present in the title.,no,999,,,microplastics_health_risks; drinking_water_sources
10_1016_j_jhazmat_2022_129361,"Absorption, distribution, metabolism, excretion and toxicity of microplastics in the human body and health implications",2022,10.1016/j.jhazmat.2022.129361,openalex,https://openalex.org/W4282959404,102,toxicity of microplastics,Understanding the toxicological effects of microplastics on health.,include,high,The title includes the anchor topic and both main topics are addressed through the content related to health implications and toxicity of microplastics.,yes,1,microplastics_health_risks,drinking_water_sources:microplastics source tracing,drinking_water_sources
10_1016_j_envpol_2016_11_005,Toxic effects of microplastic on marine microalgae Skeletonema costatum: Interactions between microplastic and algae,2016,10.1016/j.envpol.2016.11.005,openalex,https://openalex.org/W2550982111,104,toxicity of microplastics,Understanding the toxicological effects of microplastics on health.,exclude,low,Anchor topic 'microplastics_health_risks' is not present in the title.,no,999,,,microplastics_health_risks; drinking_water_sources
10_1016_j_scitotenv_2020_140638,Combined toxicity of microplastics and cadmium on the zebrafish embryos (Danio rerio),2020,10.1016/j.scitotenv.2020.140638,openalex,https://openalex.org/W3039536655,105,toxicity of microplastics,Understanding the toxicological effects of microplastics on health.,exclude,low,Anchor topic 'microplastics_health_risks' is not present in the title.,no,999,,,microplastics_health_risks; drinking_water_sources
10_1016_j_watres_2018_04_003,Interaction of toxic chemicals with microplastics: A critical review,2018,10.1016/j.watres.2018.04.003,openalex,https://openalex.org/W2796066578,106,toxicity of microplastics,Understanding the toxicological effects of microplastics on health.,include,low,"The title does not address the health risks of microplastics, which is the anchor topic.",yes,1,microplastics_health_risks,drinking_water_sources:environmental pollution drinking water|microplastics source tracing,drinking_water_sources
10_1016_j_gr_2021_07_021,Bioavailability and toxicity of microplastics to zooplankton,2021,10.1016/j.gr.2021.07.021,openalex,https://openalex.org/W3186975342,109,toxicity of microplastics,Understanding the toxicological effects of microplastics on health.,exclude,high,Anchor topic 'microplastics_health_risks' is not present in the title.,no,999,,,microplastics_health_risks; drinking_water_sources
10_1016_j_envpol_2020_114089,Microplastics in aquatic environments: Toxicity to trigger ecological consequences,2020,10.1016/j.envpol.2020.114089,openalex,https://openalex.org/W3003569118,110,toxicity of microplastics,Understanding the toxicological effects of microplastics on health.,exclude,low,Anchor topic 'microplastics_health_risks' is not present in the title.,no,999,,,microplastics_health_risks; drinking_water_sources
10_1016_j_chemosphere_2020_128677,Toxicities of microplastic fibers and granules on the development of zebrafish embryos and their combined effects with cadmium,2020,10.1016/j.chemosphere.2020.128677,openalex,https://openalex.org/W3094382311,111,toxicity of microplastics,Understanding the toxicological effects of microplastics on health.,exclude,low,Missing main topic(s) without secondary replacement: drinking_water_sources.,yes,999,microplastics_health_risks,,drinking_water_sources
10_1016_j_envpol_2023_121482,Reproductive toxicity of microplastics in female mice and their offspring from induction of oxidative stress,2023,10.1016/j.envpol.2023.121482,openalex,https://openalex.org/W4360838478,112,toxicity of microplastics,Understanding the toxicological effects of microplastics on health.,exclude,high,Missing main topic(s) without secondary replacement: drinking_water_sources.,yes,999,microplastics_health_risks,,drinking_water_sources
10_1016_j_marpolbul_2018_06_020,"Microplastic risk assessment in surface waters: A case study in the Changjiang Estuary, China",2018,10.1016/j.marpolbul.2018.06.020,openalex,https://openalex.org/W2809455004,113,microplastics risk assessment,Evaluating risks associated with microplastic exposure.,exclude,low,Anchor topic 'microplastics_health_risks' is not present in the title.,no,999,,,microplastics_health_risks; drinking_water_sources
10_1016_j_scitotenv_2019_04_110,Source and potential risk assessment of suspended atmospheric microplastics in Shanghai,2019,10.1016/j.scitotenv.2019.04.110,openalex,https://openalex.org/W2937567928,116,microplastics risk assessment,Evaluating risks associated with microplastic exposure.,exclude,low,Anchor topic 'microplastics_health_risks' is not present in the title.,no,999,,,microplastics_health_risks; drinking_water_sources
10_1016_j_envpol_2017_11_034,"Microplastics in freshwater river sediments in Shanghai, China: A case study of risk assessment in mega-cities",2017,10.1016/j.envpol.2017.11.034,openalex,https://openalex.org/W2778042162,118,microplastics risk assessment,Evaluating risks associated with microplastic exposure.,exclude,high,Anchor topic 'microplastics_health_risks' is not present in the title.,no,999,,,microplastics_health_risks; drinking_water_sources
10_1007_s10311_023_01665_4,Microplastic risk assessment and toxicity in plants: a review,2023,10.1007/s10311-023-01665-4,openalex,https://openalex.org/W4387895510,119,microplastics risk assessment,Evaluating risks associated with microplastic exposure.,exclude,high,Anchor topic 'microplastics_health_risks' is not present in the title.,no,999,,,microplastics_health_risks; drinking_water_sources
10_1016_j_jhazmat_2020_122994,Assessment of cancer risk of microplastics enriched with polycyclic aromatic hydrocarbons,2020,10.1016/j.jhazmat.2020.122994,openalex,https://openalex.org/W3028531927,121,microplastics risk assessment,Evaluating risks associated with microplastic exposure.,exclude,medium,Missing main topic(s) without secondary replacement: drinking_water_sources.,yes,999,microplastics_health_risks,,drinking_water_sources
10_1016_j_chemosphere_2020_127876,Microplastic pollution and ecological risk assessment in an estuarine environment: The Dongshan Bay of China,2020,10.1016/j.chemosphere.2020.127876,openalex,https://openalex.org/W3047217043,123,microplastics risk assessment,Evaluating risks associated with microplastic exposure.,exclude,low,Anchor topic 'microplastics_health_risks' is not present in the title.,no,999,,,microplastics_health_risks; drinking_water_sources
10_1016_j_scitotenv_2020_143987,A probabilistic risk assessment of microplastics in soil ecosystems,2020,10.1016/j.scitotenv.2020.143987,openalex,https://openalex.org/W3107727425,127,microplastics risk assessment,Evaluating risks associated with microplastic exposure.,exclude,high,Anchor topic 'microplastics_health_risks' is not present in the title.,no,999,,,microplastics_health_risks; drinking_water_sources
10_1016_j_envpol_2020_116217,"Ecological risk assessment of microplastics in coastal, shelf, and deep sea waters with a consideration of environmentally relevant size and shape",2020,10.1016/j.envpol.2020.116217,openalex,https://openalex.org/W3106745759,128,microplastics risk assessment,Evaluating risks associated with microplastic exposure.,exclude,low,Anchor topic 'microplastics_health_risks' is not present in the title.,no,999,,,microplastics_health_risks; drinking_water_sources
10_32864_polymmattech_2021_7_3_5_5,WHO on microplastics in drinking water. Health risk is low,2021,10.32864/polymmattech-2021-7-3-5-5,openalex,https://openalex.org/W4206673543,132,microplastics in drinking water health risks,Provider-specific primary query.,include,medium,The title contains the anchor topic and provides a secondary replacement for the missing main topic.,yes,1,microplastics_health_risks,drinking_water_sources:microplastics in drinking water,drinking_water_sources
10_1016_j_jclepro_2023_136191,"Perfluoroalkyl and polyfluoroalkyl substances (PFAS) adsorbed on microplastics in drinking water: Implications for female exposure, reproductive health risk and its mitigation strategies through in silico methods",2023,10.1016/j.jclepro.2023.136191,openalex,https://openalex.org/W4318336296,133,microplastics in drinking water health risks,Provider-specific primary query.,include,high,The title contains the anchor topic and both main topics.,yes,0,microplastics_health_risks; drinking_water_sources,,
10_1016_j_scitotenv_2019_05_071,An assessment of the toxicity of polypropylene microplastics in human derived cells,2019,10.1016/j.scitotenv.2019.05.071,openalex,https://openalex.org/W2946017099,137,microplastics in drinking water health risks,Provider-specific primary query.,exclude,low,Missing main topic(s) without secondary replacement: drinking_water_sources.,yes,999,microplastics_health_risks,,drinking_water_sources
10_1016_j_scitotenv_2022_159060,Identification of microplastics in human placenta using laser direct infrared spectroscopy,2022,10.1016/j.scitotenv.2022.159060,openalex,https://openalex.org/W4297216032,140,microplastics in drinking water health risks,Provider-specific primary query.,exclude,low,Anchor topic 'microplastics_health_risks' is not present in the title.,no,999,,,microplastics_health_risks; drinking_water_sources
10_1016_j_envres_2022_112855,"Groundwater antibiotics and microplastics in a drinking-water source area, northern China: Occurrence, spatial distribution, risk assessment, and correlation",2022,10.1016/j.envres.2022.112855,openalex,https://openalex.org/W4211007769,142,microplastics in drinking water health risks,Provider-specific primary query.,include,high,"The title contains the anchor topic and both main topics, indicating a strong fit with the structured topic.",yes,0,microplastics_health_risks; drinking_water_sources,,
10_1016_j_envpol_2024_123857,"Microplastics in drinking water: A review on methods, occurrence, sources, and potential risks assessment",2024,10.1016/j.envpol.2024.123857,openalex,https://openalex.org/W4393167233,147,microplastics risk assessment drinking water,Alternate planned search string.,include,high,Title includes the anchor topic and covers all main topics.,yes,0,microplastics_health_risks; drinking_water_sources,,
10_1007_s10661_025_13859_0,Spatial mapping and risk assessment of microplastic contamination in drinking water catchments from north of the Persian Gulf,2025,10.1007/s10661-025-13859-0,openalex,https://openalex.org/W4408733495,152,microplastics risk assessment drinking water,Alternate planned search string.,include,high,The title contains the anchor topic and both main topics.,yes,0,microplastics_health_risks; drinking_water_sources,,
10_1007_s10661_024_12814_9,"Risk assessment of cigarette butts and microplastic pollution in a drinking and irrigation water basin of West Anatolia, Türkiye",2024,10.1007/s10661-024-12814-9,openalex,https://openalex.org/W4400187438,153,microplastics risk assessment drinking water,Alternate planned search string.,include,high,The title includes both the anchor topic and all main topics.,yes,0,microplastics_health_risks; drinking_water_sources,,
10_1016_j_envpol_2022_120747,"Microplastics and plastics-associated contaminants in food and beverages; Global trends, concentrations, and human exposure",2022,10.1016/j.envpol.2022.120747,openalex,https://openalex.org/W4309942205,154,microplastics risk assessment drinking water,Alternate planned search string.,exclude,high,Anchor topic 'microplastics_health_risks' is not present in the title.,no,999,,,microplastics_health_risks; drinking_water_sources
10_1007_s10661_025_14391_x,Microplastic and microcystin in tropical drinking water reservoir: pollution characteristics and human health risk assessment,2025,10.1007/s10661-025-14391-x,openalex,https://openalex.org/W4412837581,157,microplastics risk assessment drinking water,Alternate planned search string.,include,high,The title includes the anchor topic and both main topics.,yes,0,microplastics_health_risks; drinking_water_sources,,
10_1016_j_cogsc_2021_100467,Risk posed by microplastics: Scientific evidence and public perception,2021,10.1016/j.cogsc.2021.100467,openalex,https://openalex.org/W3131161022,158,microplastics risk assessment drinking water,Alternate planned search string.,include,medium,The title includes the anchor topic but lacks a direct match for the required main topic; no secondary replacements are provided for the missing main topic.,yes,1,microplastics_health_risks,drinking_water_sources:environmental pollution drinking water|microplastics source tracing,drinking_water_sources
10_1007_s12403_018_00296_3,"Microplastics’ Pollution and Risk Assessment in an Urban River: A Case Study in the Yongjiang River, Nanning City, South China",2019,10.1007/s12403-018-00296-3,openalex,https://openalex.org/W2906784442,159,microplastics risk assessment drinking water,Alternate planned search string.,exclude,medium,Missing main topic(s) without secondary replacement: drinking_water_sources.,yes,999,microplastics_health_risks,,drinking_water_sources
10_1016_j_scitotenv_2019_134455,Environmental exposure to microplastics: An overview on possible human health effects,2019,10.1016/j.scitotenv.2019.134455,openalex,https://openalex.org/W2977747666,162,toxicity microplastics ingestion human health,Alternate planned search string.,include,medium,The title does not include the necessary main topic on water sources.,yes,1,microplastics_health_risks,drinking_water_sources:environmental pollution drinking water|microplastics source tracing,drinking_water_sources
