paper_id,title,doi,provider,provider_id,screening_decision,full_text_availability_status,full_text_availability_source,full_text_url,full_text_url_kind,full_text_url_checked_at,full_text_url_content_type,full_text_license,full_text_is_open_access,full_text_availability_error
10_1016_j_arr_2024_102497,"AI-driven innovations in Alzheimer's disease: Integrating early diagnosis, personalized treatment, and prognostic modelling",10.1016/j.arr.2024.102497,openalex,https://openalex.org/W4402564832,include,verified,openalex_primary_location,https://linkinghub.elsevier.com/retrieve/pii/S1568163724003155,landing_page,2026-06-19T14:06:39.065821+00:00,text/html;charset=UTF-8,,no,
10_1016_j_compbiomed_2021_104678,Multi-model and multi-slice ensemble learning architecture based on 2D convolutional neural networks for Alzheimer's disease diagnosis,10.1016/j.compbiomed.2021.104678,openalex,https://openalex.org/W3184758801,include,verified,openalex_primary_location,https://linkinghub.elsevier.com/retrieve/pii/S0010482521004728,landing_page,2026-06-19T14:06:39.072293+00:00,text/html;charset=UTF-8,,no,
10_1016_j_artmed_2024_102928,A systematic literature review on the significance of deep learning and machine learning in predicting Alzheimer's disease,10.1016/j.artmed.2024.102928,openalex,https://openalex.org/W4400274374,include,verified,openalex_primary_location,https://linkinghub.elsevier.com/retrieve/pii/S0933365724001702,landing_page,2026-06-19T14:06:39.246377+00:00,text/html;charset=UTF-8,,no,
10_1016_j_compbiomed_2023_107328,Multi-modal graph neural network for early diagnosis of Alzheimer's disease from sMRI and PET scans,10.1016/j.compbiomed.2023.107328,openalex,https://openalex.org/W4385621509,include,verified,openalex_primary_location,https://linkinghub.elsevier.com/retrieve/pii/S001048252300793X,landing_page,2026-06-19T14:06:39.342380+00:00,text/html;charset=UTF-8,,no,
10_1016_j_patcog_2020_107247,Deep and joint learning of longitudinal data for Alzheimer's disease prediction,10.1016/j.patcog.2020.107247,openalex,https://openalex.org/W3003213187,review,verified,openalex_primary_location,https://linkinghub.elsevier.com/retrieve/pii/S0031320320300534,landing_page,2026-06-19T14:06:39.349424+00:00,text/html;charset=UTF-8,,no,
10_1016_j_measurement_2020_108838,A deep convolutional neural network based computer aided diagnosis system for the prediction of Alzheimer's disease in MRI images,10.1016/j.measurement.2020.108838,openalex,https://openalex.org/W3112492401,include,verified,openalex_primary_location,https://linkinghub.elsevier.com/retrieve/pii/S0263224120313312,landing_page,2026-06-19T14:06:39.449521+00:00,text/html;charset=UTF-8,,no,
10_1016_j_ijhcs_2021_102761,Exploiting linguistic information from Nepali transcripts for early detection of Alzheimer's disease using natural language processing and machine learning techniques,10.1016/j.ijhcs.2021.102761,openalex,https://openalex.org/W4200554941,include,verified,openalex_primary_location,https://linkinghub.elsevier.com/retrieve/pii/S1071581921001798,landing_page,2026-06-19T14:06:39.526982+00:00,text/html;charset=UTF-8,,no,
10_1016_j_patcog_2022_109031,Transformed domain convolutional neural network for Alzheimer's disease diagnosis using structural MRI,10.1016/j.patcog.2022.109031,openalex,https://openalex.org/W4294838927,include,verified,openalex_primary_location,https://linkinghub.elsevier.com/retrieve/pii/S0031320322005118,landing_page,2026-06-19T14:06:39.556114+00:00,text/html;charset=UTF-8,,no,
10_1007_978_981_15_5546_6_50,Deep Learning-Based Alzheimer Disease Detection,10.1007/978-981-15-5546-6_50,openalex,https://openalex.org/W3181011402,include,verified,openalex_primary_location,https://link.springer.com/chapter/10.1007/978-981-15-5546-6_50?error=cookies_not_supported&code=f29fb7a3-6f02-488a-a31b-055b0a87beea,landing_page,2026-06-19T14:06:39.621436+00:00,text/html; charset=utf-8,,no,
10_1007_s00500_022_06762_0,RETRACTED ARTICLE: Diagnosis and classification of Alzheimer's disease by using a convolution neural network algorithm,10.1007/s00500-022-06762-0,openalex,https://openalex.org/W4220791357,include,verified,openalex_primary_location,https://link.springer.com/article/10.1007/s00500-022-06762-0?error=cookies_not_supported&code=bab86712-42c8-4b63-ac26-2f26573c75ba,landing_page,2026-06-19T14:06:39.769097+00:00,text/html; charset=utf-8,,no,
10_1016_j_cmpb_2020_105765,Influence of medical domain knowledge on deep learning for Alzheimer's disease prediction,10.1016/j.cmpb.2020.105765,openalex,https://openalex.org/W3088921056,include,verified,openalex_open_access,https://pmc.ncbi.nlm.nih.gov/articles/PMC7502243/,landing_page,2026-06-19T14:06:39.810248+00:00,text/html; charset=utf-8,,yes,
10_1016_j_sab_2020_105931,Diagnosis of Alzheimer's disease using laser-induced breakdown spectroscopy and machine learning,10.1016/j.sab.2020.105931,openalex,https://openalex.org/W3043143645,include,verified,openalex_open_access,https://www.osti.gov/biblio/2279717,landing_page,2026-06-19T14:06:40.238067+00:00,text/html;charset=UTF-8,,yes,
10_1007_s00521_022_07501_0,Deep learning and multimodal feature fusion for the aided diagnosis of Alzheimer's disease,10.1007/s00521-022-07501-0,openalex,https://openalex.org/W4285727776,include,verified,openalex_primary_location,https://link.springer.com/article/10.1007/s00521-022-07501-0?error=cookies_not_supported&code=8c740b2e-0ae9-43ff-9d81-7e1bd3b307fb,landing_page,2026-06-19T14:06:40.238504+00:00,text/html; charset=utf-8,,no,
10_1016_j_bios_2024_116128,Surface-functionalized SERS platform for deep learning-assisted diagnosis of Alzheimer's disease,10.1016/j.bios.2024.116128,openalex,https://openalex.org/W4391755449,include,verified,openalex_primary_location,https://linkinghub.elsevier.com/retrieve/pii/S0956566324001337,landing_page,2026-06-19T14:06:40.508913+00:00,text/html;charset=UTF-8,,no,
10_1016_j_compbiomed_2024_108035,A hybrid multimodal machine learning model for Detecting Alzheimer's disease,10.1016/j.compbiomed.2024.108035,openalex,https://openalex.org/W4391513260,include,verified,openalex_primary_location,https://linkinghub.elsevier.com/retrieve/pii/S0010482524001197,landing_page,2026-06-19T14:06:40.759765+00:00,text/html;charset=UTF-8,,no,
10_1007_s12021_023_09625_7,Automatic Detection of Alzheimer's Disease using Deep Learning Models and Neuro-Imaging: Current Trends and Future Perspectives,10.1007/s12021-023-09625-7,openalex,https://openalex.org/W4323534860,include,verified,openalex_primary_location,https://link.springer.com/article/10.1007/s12021-023-09625-7?error=cookies_not_supported&code=52d51e3e-1e04-4a81-9997-46274e9f90ec,landing_page,2026-06-19T14:06:40.945314+00:00,text/html; charset=utf-8,,no,
10_1016_j_bspc_2023_105215,EAD-DNN: Early Alzheimer's disease prediction using deep neural networks,10.1016/j.bspc.2023.105215,openalex,https://openalex.org/W4384197320,include,verified,openalex_primary_location,https://linkinghub.elsevier.com/retrieve/pii/S1746809423006481,landing_page,2026-06-19T14:06:41.038463+00:00,text/html;charset=UTF-8,,no,
10_1016_j_bspc_2024_106023,A review of artificial intelligence methods for Alzheimer's disease diagnosis: Insights from neuroimaging to sensor data analysis,10.1016/j.bspc.2024.106023,openalex,https://openalex.org/W4391830477,include,verified,openalex_primary_location,https://linkinghub.elsevier.com/retrieve/pii/S1746809424000818,landing_page,2026-06-19T14:06:41.194959+00:00,text/html;charset=UTF-8,,no,
10_1016_j_compbiomed_2021_104935,Rethinking modeling Alzheimer's disease progression from a multi-task learning perspective with deep recurrent neural network,10.1016/j.compbiomed.2021.104935,openalex,https://openalex.org/W3205206067,include,verified,openalex_primary_location,https://linkinghub.elsevier.com/retrieve/pii/S0010482521007290,landing_page,2026-06-19T14:06:41.286185+00:00,text/html;charset=UTF-8,,no,
10_1016_j_asoc_2023_110804,EDCNNS: Federated learning enabled evolutionary deep convolutional neural network for Alzheimer disease detection,10.1016/j.asoc.2023.110804,openalex,https://openalex.org/W4386401852,include,verified,openalex_open_access,https://research.aalto.fi/en/publications/edcnns-federated-learning-enabled-evolutionary-deep-convolutional/,landing_page,2026-06-19T14:06:41.327981+00:00,text/html;charset=UTF-8,,yes,
10_1016_j_bspc_2022_104375,"Integrating convolutional neural networks, kNN, and Bayesian optimization for efficient diagnosis of Alzheimer's disease in magnetic resonance images",10.1016/j.bspc.2022.104375,openalex,https://openalex.org/W4308266714,include,verified,openalex_primary_location,https://linkinghub.elsevier.com/retrieve/pii/S1746809422008291,landing_page,2026-06-19T14:06:41.467410+00:00,text/html;charset=UTF-8,,no,
10_1016_j_compbiomed_2021_104947,A review on omics-based biomarkers discovery for Alzheimer's disease from the bioinformatics perspectives: Statistical approach vs machine learning approach,10.1016/j.compbiomed.2021.104947,openalex,https://openalex.org/W3207662648,include,verified,openalex_primary_location,https://linkinghub.elsevier.com/retrieve/pii/S0010482521007411,landing_page,2026-06-19T14:06:41.551795+00:00,text/html;charset=UTF-8,,no,
10_1109_jbhi_2022_3215533,Conv-eRVFL: Convolutional Neural Network Based Ensemble RVFL Classifier for Alzheimer's Disease Diagnosis,10.1109/jbhi.2022.3215533,openalex,https://openalex.org/W4306831518,include,verified,openalex_open_access,https://figshare.com/articles/journal_contribution/Conv-ERVFL_Convolutional_Neural_Network_Based_Ensemble_RVFL_Classifier_for_Alzheimer_s_Disease_Diagnosis/22091960,landing_page,2026-06-19T14:06:52.621434+00:00,text/html; charset=UTF-8,,yes,
10_1002_alz_70175,Early detection of Alzheimer's disease using deep learning methods,10.1002/alz.70175,openalex,https://openalex.org/W4410334621,include,verified,openalex_open_access,https://onlinelibrary.wiley.com/action/cookieAbsent,pdf,2026-06-19T14:06:52.621569+00:00,text/html;charset=UTF-8,,yes,
10_1111_1475_6773_14210,Natural language processing to identify social determinants of health in Alzheimer's disease and related dementia from electronic health records,10.1111/1475-6773.14210,openalex,https://openalex.org/W4385501660,include,verified,openalex_open_access,https://onlinelibrary.wiley.com/action/cookieAbsent,pdf,2026-06-19T14:06:52.621690+00:00,text/html;charset=UTF-8,,yes,
