paper_id,title,year,doi,authors,venue,source,methodology,study_design,dataset_or_sample,key_finding,paper_limitation,direct_quote,future_work_or_gap,evidence_sections_used,extraction_notes
10_1016_j_bios_2024_116128,Surface-functionalized SERS platform for deep learning-assisted diagnosis of Alzheimer's disease,2024,10.1016/j.bios.2024.116128,Minjoon Kim; Sejoon Huh; Hyung Joon Park; Seunghee H. Cho; Min‐Young Lee; Sungho Jo; Yeon Sik Jung,Biosensors and Bioelectronics,collected:openalex,deep_learning,unclear,unclear,unclear,unclear,[],unclear,,
10_1016_j_heliyon_2021_e06226,Hippocampus segmentation on epilepsy and Alzheimer's disease studies with multiple convolutional neural networks,2021,10.1016/j.heliyon.2021.e06226,Diedre Carmo; Bruna Silva; Clarissa Yasuda; Letícia Rittner; Roberto Lotufo,Heliyon,collected:openalex,deep_learning; convolutional_neural_network,validation_study,HarP Alzheimer's segmentation dataset; in-house epilepsy dataset HCUnicamp,The presented method outperformed state-of-the-art methods in hippocampus segmentation for both Alzheimer's and epilepsy datasets.,False positives occurred in regions with hippocampus resections indicating room for improvement.,"[{""quote"": ""Hippocampus segmentation on magnetic resonance imaging is of key importance for the diagnosis..."", ""section"": ""abstract"", ""reason"": ""Highlights the importance of the study topic.""}]",Further improvements are needed for hippocampus segmentation methods when resection is involved.,abstract; methods,
10_1016_j_compbiomed_2024_108035,A hybrid multimodal machine learning model for Detecting Alzheimer's disease,2024,10.1016/j.compbiomed.2024.108035,Jinhua Sheng; Qian Zhang; Qiao Zhang; Luyun Wang; Ze Yang; Xin Yu; Binbing Wang,Computers in Biology and Medicine,collected:openalex,multimodal_machine_learning,model_development_study,unclear,unclear,unclear,[],unclear,title,
10_1145_3492865,A Comprehensive Report on Machine Learning-based Early Detection of Alzheimer's Disease using Multi-modal Neuroimaging Data,2022,10.1145/3492865,Shallu Sharma; Pravat K. Mandal,ACM Computing Surveys,collected:openalex,machine_learning,model_development_study,unclear,The paper argues for an early diagnosis system for AD enhanced through machine learning methodologies integrating multimodal neuroimaging data.,unclear,[],unclear,abstract,
10_1007_s12021_023_09625_7,Automatic Detection of Alzheimer's Disease using Deep Learning Models and Neuro-Imaging: Current Trends and Future Perspectives,2023,10.1007/s12021-023-09625-7,T. Illakiya; R. Karthik,Neuroinformatics,collected:openalex,deep_learning; neuro_imaging,mixed_methods_study,unclear,unclear,unclear,[],unclear,title,
10_1016_j_apsb_2025_07_030,"Artificial intelligence-driven multi-omics approaches in Alzheimer's disease: Progress, challenges, and future directions",2025,10.1016/j.apsb.2025.07.030,Fang Ren; Jing Wei; Qingxin Chen; Mengling Hu; Lu Yu; Jianing Mi; Xiaogang Zhou; Dalian Qin; Jianming Wu; Anguo Wu,Acta Pharmaceutica Sinica B,collected:openalex,ai_driven_multi_omics_approaches; machine_learning,unclear,unclear,Recent advances in artificial intelligence (AI) and multi-omics technologies provide new opportunities to elucidate the molecular mechanisms of Alzheimer's disease and identify early biomarkers for diagnosis and prognosis.,"Ongoing challenges remain, including data heterogeneity and limited interpretability of complex models.","[{""quote"": ""AI-driven approaches such as machine learning, deep learning, and network-based models have enabled the integration of large-scale genomic, transcriptomic, proteomic, metabolomic, and microbiomic datasets."", ""section"": ""abstract"", ""reason"": ""Illustrates how AI facilitates the integration of diverse datasets in Alzheimer's research.""}]",The absence of standardized multi-omics data processing methods further restricts progress.,abstract,
10_1016_j_bspc_2023_105215,EAD-DNN: Early Alzheimer's disease prediction using deep neural networks,2023,10.1016/j.bspc.2023.105215,Preethi Thangavel; Yuvaraj Natarajan; K. R. Sri Preethaa,Biomedical Signal Processing and Control,collected:openalex,deep_learning,model_development_study,unclear,unclear,unclear,[],unclear,title,
10_3389_fnagi_2022_871706,Alzheimer's Disease Diagnosis With Brain Structural MRI Using Multiview-Slice Attention and 3D Convolution Neural Network,2022,10.3389/fnagi.2022.871706,Lin Chen; Hezhe Qiao; Fan Zhu,Frontiers in Aging Neuroscience,collected:openalex,deep_learning; 3d_convolution_neural_network,validation_study,ADNI-1 and ADNI-2 datasets,The proposed model achieves accuracy values of 91.1% for AD diagnosis and 80.1% for MCI conversion prediction.,The study focuses on local features but may overlook broader contextual clues from entire datasets.,[],unclear,abstract,
10_1155_2021_6690539,Diagnosis of Alzheimer Disease Using 2D MRI Slices by Convolutional Neural Network,2021,10.1155/2021/6690539,Fanar Emad Khazaal Al-Khuzaie; Oğuz Bayat; Adil Deniz Duru,Applied Bionics and Biomechanics,collected:openalex,deep_learning; convolutional_neural_network,model_development_study,OASIS dataset,The enhanced AlzNet achieved an accuracy of 99.30% in diagnosing Alzheimer's disease.,unclear,"[{""quote"": ""We adopted a deep learning methodology for the discrimination between Alzheimer's patients and healthy patients from 2D anatomical slices."", ""section"": ""abstract"", ""reason"": ""Highlights the main approach and methodology employed in the research.""}, {""quote"": ""The accuracy of our enhanced network was 99.30%."", ""section"": ""abstract"", ""reason"": ""Indicates the key result of the study.""}]",unclear,abstract; title,
10_3389_fnhum_2022_972773,A novel deep learning approach for diagnosing Alzheimer's disease based on eye-tracking data,2022,10.3389/fnhum.2022.972773,Jinglin Sun; Yu Liu; Hao Wu; Peiguang Jing; Yong Ji,Frontiers in Human Neuroscience,collected:openalex,deep_learning; machine_learning,experimental_study,eye-tracking dataset; 108 patients with Alzheimer's disease and 102 healthy controls,"The proposed model shows 85% average accuracy in AD recognition, outperforming machine-learning methods.",Limited by the size of the eye-tracking dataset; reliance on 3D stimuli may not generalize to all scenarios.,"[{""quote"": ""The proposed model shows 85% average accuracy in AD recognition, outperforming machine-learning methods and other typical deep-learning networks."", ""section"": ""abstract"", ""reason"": ""Highlights the effectiveness of the proposed model in diagnosing Alzheimer's disease.""}]",Further research needed on larger-scale datasets for enhanced accuracy.,abstract; methods,
10_1016_j_compbiomed_2024_109438,Multi-scale multimodal deep learning framework for Alzheimer's disease diagnosis,2024,10.1016/j.compbiomed.2024.109438,M. Abdel-Aziz; Tianfu Wang; Waqas Anwaar; Ahmed Elazab,Computers in Biology and Medicine,collected:openalex,multi_scale_multimodal_deep_learning; convolutional_neural_network,validation_study,ADNI dataset,The proposed multimodal and multi-scale model achieves better performance than state-of-the-art methods in diagnosing Alzheimer's disease.,Existing methods rely on patch-based extraction which does not capture varying scales effectively.,[],unclear,abstract,
10_1109_access_2022_3204395,ADD-Net: An Effective Deep Learning Model for Early Detection of Alzheimer Disease in MRI Scans,2022,10.1109/access.2022.3204395,Mian Muhammad Sadiq Fareed; Shahid Zikria; Gulnaz Ahmed; Mui-zzud-din; Saqib Mahmood; Muhammad Aslam; Syeda Fizzah Jillani; Ahmad Moustafa; Muhammad Asad,IEEE Access,collected:openalex,deep_learning; convolutional_neural_network,model_development_study,Kaggle MRI image dataset; class imbalance problem addressed by synthetic oversampling technique.,"The proposed ADD-Net outperforms other state-of-the-art models in metrics like accuracy, AUC, precision, recall, and F1-score.",unclear,"[{""quote"": ""The proposed ADD-Net achieved the following values for evaluation metrics: 98.63%, 99.76%, 98.61%, 98.63%, 98.58%, and 0.0549 for accuracy, AUC, F1-score, precision, recall, and loss, respectively."", ""section"": ""abstract"", ""reason"": ""This quote summarizes the evaluation performance of the ADD-Net model.""}]",unclear,abstract,
10_1049_cps2_12090,A machine learning model for Alzheimer's disease prediction,2024,10.1049/cps2.12090,Pooja Rani; Rohit Lamba; Ravi Kumar Sachdeva; Karan Kumar; Celestine Iwendi,IET Cyber-Physical Systems Theory & Applications,collected:openalex,machine_learning; synthetic_minority_oversampling,validation_study,Open Access Series of Imaging Studies longitudinal dataset,The methodology SMOTE-RF achieves a maximum accuracy of 95.03% in predicting Alzheimer's disease.,unclear,[],unclear,,
10_1016_j_jrras_2023_100782,Automated Alzheimer's disease classification using deep learning models with Soft-NMS and improved ResNet50 integration,2024,10.1016/j.jrras.2023.100782,Yusi Chen; Lizhen Wang; Bijiao Ding; Jianshe Shi; Tingxi Wen; Jianlong Huang; Yuguang Ye,Journal of Radiation Research and Applied Sciences,collected:openalex,deep_learning; ensemble_learning,model_development_study,MRI data for Alzheimer's disease classification.,The proposed model achieved 98.91% accuracy in distinguishing AD from cognitively normal cases.,Limitations related to data availability and manual annotation are crucial for advancements.,[],Integrating multimodal imaging data and conducting longitudinal studies can enhance understanding of AD progression.,abstract,
10_1186_s13195_021_00924_2,Improving 3D convolutional neural network comprehensibility via interactive visualization of relevance maps: evaluation in Alzheimer's disease.,2021,10.1186/s13195-021-00924-2,"Martin Dyrba; Moritz Hanzig; Slawek Altenstein; Sebastian Bader; Tommaso Ballarini; Frederic Brosseron; Katharina Büerger; Daniel Cantré; Peter Dechent; Laura Dobisch; Emrah Düzel; Michael Ewers; Klaus Fließbach; Wenzel Glanz; John­–Dylan Haynes; Michael T. Heneka; Daniel Janowitz; Deniz Baris Keles; Ingo Kilimann; Christoph Laske; Franziska Maier; Coraline D. Metzger; Weber, Marc-André; Robert Perneczky; Oliver Peters; Lukas Preis; Josef Priller; Boris‐Stephan Rauchmann; Nina Roy; Klaus Scheffler; Anja Schneider; Björn H. Schott; Annika Spottke; Eike Spruth; Marc‐An﻿dré Weber; Birgit Ertl‐Wagner; Michael Wagner; Jens Wiltfang; Frank Jessen; Stefan Teipel",PUBLISSO (German National Library of Medicine),collected:openalex,convolutional_neural_network; interactive_visualization,validation_study,N = 663 T1-weighted MRI scans of patients with dementia and amnestic mild cognitive impairment (MCI),"The study achieved high accuracy for detecting Alzheimer's disease dementia using convolutional neural networks trained on MRI scans, supported by relevance maps correlating with hippocampal volume.",unclear,[],unclear,abstract; methods; results; conclusion,
10_1109_icdcece60827_2024_10548493,Early detection of Alzheimer's Disease and Dementia Using Deep Convolutional Neural Networks,2024,10.1109/icdcece60827.2024.10548493,G. Lakshmi Praveena; G. P. Ramesh,,collected:openalex,deep_convolutional_neural_network,model_development_study,3D MRI images of Alzheimer’s patients,The deep learning model achieved a high accuracy of 99.94% in classifying Alzheimer's disease stages.,unclear,[],unclear,abstract,
10_1109_tencon54134_2021_9707468,Exploring Alzheimer's Disease Prediction with XAI in various Neural Network Models,2021,10.1109/tencon54134.2021.9707468,Hamza Ahmed Shad; Quazi Ashikur Rahman; Nashita Binte Asad; Atif Zawad Bakshi; S.M.Faiaz Mursalin; Md Tanzim Reza; Mohammad Zavid Parvez,TENCON 2021 - 2021 IEEE Region 10 Conference (TENCON),collected:openalex,neural_network_models; classification_techniques,model_development_study,hybrid_dataset from Kaggle; MRI imaging data,"The study shows a high probable detection rate for Alzheimer's using neural network models, particularly in early-stage prediction.",The models cannot reliably predict or detect Alzheimer's in patients with mild cognitive impairment.,"[{""quote"": ""Alzheimer's disease(AD) often described as dementia is one of the major neurological dysfunctionalities among humans."", ""section"": ""abstract"", ""reason"": ""This highlights the significance of Alzheimer's as a neurological disorder.""}]",Further research is needed to improve early detection methods in mild cognitive impairment populations.,abstract; title,
10_1109_uemcon54665_2022_9965730,Deep Learning Based Model for Alzheimer's Disease Detection Using Brain MRI Images,2022,10.1109/uemcon54665.2022.9965730,Muntasir Mamun; Siam Bin Shawkat; Md Salim Ahammed; Md. Milon Uddin; Md Ishtyaq Mahmud; Asm Mohaimenul Islam,"2022 IEEE 13th Annual Ubiquitous Computing, Electronics &amp; Mobile Communication Conference (UEMCON)",collected:openalex,deep_learning; convolutional_neural_network,model_development_study,6219 MRI images dataset of different degrees of demented and non-demented brains.,"The CNN model achieved an accuracy of 97.60%, recall of 97%, and AUC of 99.26% in detecting Alzheimer's.",unclear,[],unclear,abstract; results,
10_21203_rs_3_rs_624520_v1,Alzheimer's Disease Early Detection Using Machine Learning Techniques,2021,10.21203/rs.3.rs-624520/v1,Roobaea Alroobaea; Seifeddine Mechti; Mariem Haoues; Saeed Rubaiee; Anas Ahmed; Murad Andejany; Nicola Luigi Bragazzi; Dilip Kumar Sharma; Bhanu Prakash Kolla; Sudhakar Sengan,Research Square,collected:openalex,supervised_machine_learning; computer_aided_diagnosis,model_development_study,Alzheimer’s Disease Neuroimaging Initiative (ADNI) and Open Access Series of Imaging Studies (OASIS),The best accuracy values provided by the machine learning classifiers are 99.43% and 99.10% for logistic regression and support vector machine respectively using the ADNI dataset.,No limitations explicitly stated in the abstract.,"[{""quote"": ""This made the early Alzheimer's disease detection a crucial problem in the healthcare industry."", ""section"": ""abstract"", ""reason"": ""Highlights the significance of the study's focus.""}]",unclear,abstract,
10_1155_2021_8198552,Artificial Intelligence-based MRI Images for Brain in Prediction of Alzheimer's Disease,2021,10.1155/2021/8198552,Xiaowang Bi; Wei Liu; Huaiqin Liu; Qun Shang,Journal of Healthcare Engineering,collected:openalex,deep_metric_learning; cnn,validation_study,"Alzheimer's Disease Neuroimaging Initiative (ADNI) database, 180 AD cases, 188 healthy controls, 210 mild cognitive impairment samples.",The DML model demonstrates better classification effects on early Alzheimer's disease patients with an accuracy of 0.83.,Specificities for DML model were lower than those of the CNN model.,"[{""quote"": ""The DML algorithm can significantly improve the clarity and quality of MRI images."", ""section"": ""abstract"", ""reason"": ""Supports the conclusion of the paper's contribution to enhancing MRI image classification.""}]",unclear,abstract; results,
10_3389_fnagi_2023_1238065,An eXplainability Artificial Intelligence approach to brain connectivity in Alzheimer's disease,2023,10.3389/fnagi.2023.1238065,Nicola Amoroso; Silvano Quarto; Marianna La Rocca; Sabina Tangaro; A. Monaco; R. Bellotti,Frontiers in Aging Neuroscience,collected:openalex,explainable_artificial_intelligence; graph_theory_modeling,cohort_study,cohort of 432 subjects from the Alzheimer's Disease Neuroimaging Initiative (ADNI),The study demonstrates how graph theory can distinguish clinical conditions in Alzheimer's disease and its related stages.,The transparency of results can be compromised by the algorithmic complexity inherent in AI methodologies.,"[{""quote"": ""Explainability analyses outline the role played by regions like putamen, middle and superior temporal gyrus."", ""section"": ""abstract"", ""reason"": ""This quote highlights the interpretative aspect of the study concerning brain regions affected by Alzheimer's.""}]",The approach could be extended to outline how brain connectivity affects specific brain regions.,abstract; methodology; results,
10_1016_j_compbiomed_2021_104935,Rethinking modeling Alzheimer's disease progression from a multi-task learning perspective with deep recurrent neural network,2021,10.1016/j.compbiomed.2021.104935,Wei Liang; Kai Zhang; Peng Cao; Xiaoli Liu; Jinzhu Yang; Osmar R. Zaı̈ane,Computers in Biology and Medicine,collected:openalex,,model_development_study,unclear,unclear,unclear,[],unclear,,
10_1016_j_asoc_2023_110804,EDCNNS: Federated learning enabled evolutionary deep convolutional neural network for Alzheimer disease detection,2023,10.1016/j.asoc.2023.110804,Abdullah Lakhan; Tor‐Morten Grønli; Ghulam Muhammad; Prayag Tiwari,Applied Soft Computing,collected:openalex,deep_learning; federated_learning,model_development_study,unclear,unclear,unclear,[],unclear,,
10_1109_ssd49366_2020_9364155,Alzheimer's disease detection using convolutional neural networks and transfer learning based methods,2020,10.1109/ssd49366.2020.9364155,Marwa Zaabi; Nadia Smaoui; Houda Derbel; Walid Hariri,,collected:openalex,convolutional_neural_network; transfer_learning,model_development_study,Oasis dataset (Open Access Series of Imaging Studies),The classification of images using Transfer Learning with 92.86% outperformed the CNN's classification rate.,unclear,[],unclear,abstract; title,
10_1016_j_bspc_2022_104375,"Integrating convolutional neural networks, kNN, and Bayesian optimization for efficient diagnosis of Alzheimer's disease in magnetic resonance images",2022,10.1016/j.bspc.2022.104375,Salim Lahmiri,Biomedical Signal Processing and Control,collected:openalex,convolutional_neural_networks; knn,unclear,unclear,unclear,unclear,[],unclear,,
10_1111_jon_12835,Differentiating Dementia with Lewy Bodies and Alzheimer's Disease by Deep Learning to Structural MRI,2021,10.1111/jon.12835,Kiyotaka Nemoto; Hiromasa Sakaguchi; Wataru Kasai; Masatoshi Hotta; Ryotaro Kamei; Tomoyuki Noguchi; Ryogo Minamimoto; Tetsuaki Arai; Takashi Asada,Journal of Neuroimaging,collected:openalex,deep_learning; convolutional_neural_network,observational_study,"208 patients (101 DLB, 69 AD, and 38 controls)",Deep learning method differentiated DLB from AD with 79.15% accuracy compared to 68.41% of conventional methods.,Low sensitivity and specificity of current DLB diagnostic criteria.,"[{""quote"": ""The feature extracted by the deep learning method differentiated DLB from AD with 79.15% accuracy."", ""section"": ""results"", ""reason"": ""This supports the effectiveness of deep learning in distinguishing between DLB and Alzheimer's.""}]",unclear,abstract; results,
10_1016_j_heliyon_2024_e29375,AI-based tool for early detection of Alzheimer's disease,2024,10.1016/j.heliyon.2024.e29375,Shafiq Ul Rehman; Noha Tarek; Caroline Magdy; Mohamed Kamel; Mohammed Abdelhalim; Alaa Melek; Lamees N. Mahmoud; Ibrahim Sadek,Heliyon,collected:openalex,transfer_learning; vgg16_model,validation_study,Alzheimer's Disease Neuroimaging Initiative (ADNI) dataset,"The model achieved high accuracy rates for classifying stages of Alzheimer's disease, emphasizing the importance of early detection.",The model may overfit the ADNI dataset and requires further validation across diverse populations.,"[{""quote"": ""Our study introduces a holistic solution, leveraging the hippocampus and the VGG16 model with transfer learning for early AD detection."", ""section"": ""abstract"", ""reason"": ""This quote highlights the main innovative approach of the paper.""}]",Further validation with external datasets is imperative to ensure robustness across diverse populations.,abstract; methods; results; discussion,
10_1109_icics52457_2021_9464543,Prediction Alzheimer's disease from MRI images using deep learning,2021,10.1109/icics52457.2021.9464543,Esraa Mggdadi; Ahmad Alaiad; Muhammad Al-Ayyad; Alaa Darabseh,,collected:openalex,deep_learning; convolutional_neural_network,model_development_study,MRI images from Kaggle dataset,The vgg16 algorithm achieved an accuracy of 70.3% in predicting Alzheimer's disease.,unclear,"[{""quote"": ""Deep Learning to predict and diagnose AD"", ""section"": ""abstract"", ""reason"": ""Indicates the main methodology used in the study.""}]",unclear,abstract; title,
10_60084_hjas_v1i1_12,QSAR Classification of Beta-Secretase 1 Inhibitor Activity in Alzheimer's Disease Using Ensemble Machine Learning Algorithms,2023,10.60084/hjas.v1i1.12,Teuku Rizky Noviandy; Aga Maulana; Talha Bin Emran; Ghazi Mauer Idroes; Rinaldi Idroes,Heca Journal of Applied Sciences,collected:openalex,ensemble_machine_learning; qsar_modeling,model_development_study,"10,551 chemical compounds tested as inhibitors of BACE1 protein collected from the ChEMBL database.",Random Forest achieved a testing accuracy of 82.53% in predicting BACE1 inhibitor activity.,unclear,[],Future work involves parameter optimization and fine-tuning of the ensemble models to enhance their performance.,abstract; title,Direct quotes were not applicable as they did not contain specific short quotations.
10_1016_j_ibmed_2023_100091,Prediction of Alzheimer's disease from magnetic resonance imaging using a convolutional neural network,2023,10.1016/j.ibmed.2023.100091,Kevin de Silva; H. Russell Kunz,Intelligence-Based Medicine,collected:openalex,convolutional_neural_network; hyperparameter_optimization,observational_study,MIRIAD-dataset from patients' health records represented by a set of MRI scans.,The study obtained an AUC of 0.92 for predicting Alzheimer's Disease from MRI scans.,unclear,[],unclear,abstract,
10_1002_advs_202204717,Deep Learning for Brain MRI Confirms Patterned Pathological Progression in Alzheimer's Disease,2022,10.1002/advs.202204717,Dan Pan; An Zeng; Baoyao Yang; Gangyong Lai; Bing Hu; Xiaowei Song; Tianzi Jiang; Alzheimer's Disease Neuroimaging Initiative (ADNI),Advanced Science,collected:openalex,deep_learning; ensemble_learning,longitudinal_study,T1-weighted images from the multi-centre Alzheimer's Disease Neuroimaging Initiative and Open Access Series of Imaging Studies cohorts.,The study demonstrates that deep learning can identify progressive structural changes in MRI data associated with Alzheimer's disease.,The specific value of deep learning in detecting progressive MRI abnormalities linked to Alzheimer’s disease pathology has yet to be fully established.,"[{""quote"": ""Deep learning (DL) on brain magnetic resonance imaging (MRI) data has shown excellent performance in differentiating individuals with Alzheimer's disease (AD)."", ""section"": ""abstract"", ""reason"": ""This shows the study's foundational premise on the effectiveness of deep learning in Alzheimer’s diagnosis.""}]",Further investigation is needed to establish the full value of deep learning techniques in detecting Alzheimer's disease-related MRI changes.,abstract; results; discussion,
10_6026_97320630017363,Identification of marker genes in Alzheimer's disease using a machine-learning model,2021,10.6026/97320630017363,Inamul Hasan Madar,Bioinformation,collected:openalex,machine_learning_classification,model_development_study,two distinct data sets of AD genes which could be potential biomarkers in the diagnosis,"J48 emerged as the best classifier, which could be used for differentiating healthy and diseased samples.",unclear,[],unclear,abstract; title,
10_1109_jbhi_2022_3215533,Conv-eRVFL: Convolutional Neural Network Based Ensemble RVFL Classifier for Alzheimer's Disease Diagnosis,2022,10.1109/jbhi.2022.3215533,Rahul Sharma; Tripti Goel; M. Tanveer; Ponnuthurai Nagaratnam Suganthan; Imran Razzak; R. Murugan,IEEE Journal of Biomedical and Health Informatics,collected:openalex,wavelet_packet_transform; ensemble_learning,validation_study,Alzheimer's Disease Neuroimaging Initiative (ADNI) dataset,The model performance obtained is decent enough to prove the effectiveness of the fusion-based ensemble approach.,No specific limitations were reported in the evidence.,[],unclear,abstract,
10_1002_alz_70175,Early detection of Alzheimer's disease using deep learning methods,2025,10.1002/alz.70175,Anthony Chidubem Mmadumbu; Faisal Saeed; Fuad A. Ghaleb; Sultan Noman Qasem,Alzheimer s & Dementia,collected:openalex,deep_learning; hybrid_models,validation_study,National Alzheimer's Coordinating Centre (NACC); Alzheimer's Disease Neuroimaging Initiative (ADNI),The hybrid deep learning model achieved 99.82% accuracy on the NACC dataset and 96.19% accuracy on the ADNI dataset.,unclear,"[{""quote"": ""This study highlights hybrid AI models' potential in AD detection, enabling earlier interventions and improved detection outcomes."", ""section"": ""discussion"", ""reason"": ""This quote summarizes the significance of the study's findings.""}]",unclear,abstract,
10_1111_1475_6773_14210,Natural language processing to identify social determinants of health in Alzheimer's disease and related dementia from electronic health records,2023,10.1111/1475-6773.14210,Wenbo Wu; Kaes J. Holkeboer; Temidun O. Kolawole; Lorrie Carbone; Elham Mahmoudi,Health Services Research,collected:openalex,natural_language_processing; rule_based_algorithm,observational_study,1000 medical notes from Michigan Medicine regarding Alzheimer's patients,The rule-based algorithm can accurately extract SDoH information in all seven domains of SDoH except housing and medication insecurities.,The performance of the deep learning and regularized logistic regression algorithms was unsatisfactory.,[],unclear,,
